,Youtube,judul,paragrap,photo,tanggal
10,https://www.youtube.com/embed/nyNidkQEubs,"Yuk, Tonton Pesta ""Kebun Belakang"" Google I/O 2019 di YouTube","KOMPAS.com - Konferensi developer tahunan  Google I/O akan kembali digelar pada tanggal 7 hingga 9 Mei 2019. Dalam ajang besar ini, Google selaku tuan rumah akan memperkenalkan serangkaian inovasi terbaru.
Beberapa di antaranya kemungkinan Android Q, smartphone Google Pixel 3a, dan detil informasi soal layanan game  streaming Stadia. 
Selain itu ada pula beberapa materi lainnya yang akan dibahas pada Google I/O 2019 ini seperti tentang Next Billion Users, Google Pay, Smart Home, Google Maps, serta Google Assistant.
Baca juga: Menanti Android Q dan Pixel 3a di Google I/O 2019 
Acara ini akan digelar di “halaman belakang” kantor Google, tepatnya di sebuah tempat bernama Shoreline Amphitheater, California, Amerika Serikat. Untuk tahun 2019 ini, KompasTekno kembali mendapat kesempatan untuk berkunjung langsung ke panggung Google I/O di Shoreline Amphitheater yang berdekatan dengan kantor utama Google di Mountain View. 
Google I/O 2019 akan dibuka oleh CEO Google Sundar Pichai pada tanggal 7 Mei, pukul 10 pagi waktu Amerika Serikat atau 8 Mei pukul 00.00 WIB.
Sundar dijadwalkan membahas tema besar apa saja yang akan disajikan pada Google I/O di tahun 2019. Baca juga: Google Perkenalkan Layanan ""Game Streaming"" Stadia
Penasaran ingin menonton? Tayangan langsung keynote speech pembukaan Google I/O 2019 dapat disimak lewat kanal YouTube Google Developers di tautan berikut. Live  streaming kan dimulai 15 menit sebelum keynote speech. 
Dalam gelaran Google I/O ini, Google ingin menghapus anggapan lawas tentang konferensi teknologi sebagai sesuatu yang membosankan dan identik dengan terkungkung di dalam bangunan selama berjam-jam.Oleh karenanya, ajang Google I/O dibuat dengan konsep layaknya sebuah festival di mana teknologi-teknologi terbaru dipamerkan secara terbuka dan para pengunjung bisa mencobanya dengan bebas.",https://asset.kompas.com/crop/0x0:1200x800/750x500/data/photo/2019/05/07/183406361.jpg,07/05/2019
11,,"Ponsel “Google Assistant” Nokia 4.2 Resmi Masuk Indonesia, Harganya?","JAKARTA, KOMPAS.com - Memasuki awal bulan Ramadhan,  HMD Global meluncurkan ponsel menengah terbarunya di pasaran Indonesia,  Nokia 4.2. 
Smartphone ini digadang-gadang bakal menghadirkan fitur kekinian dengan banderol harga relatif terjangkau. Salah satu andalannya adalah teknologi asisten digital  Google Assistant yang diintegrasikan lewat sebuah tombol khusus di sisi perangkat.
“ Nokia 4.2 merupakan ponsel pertama dengan tombol Google Asisstant pertama di Indonesia. Belum ada ponsel lain dengan tombol ini,” klaim Miranda Warokka, Marketing Head HMD Global Indonesia dalam acara peluncuran Nokia 4.2 di Jakarta, Selasa (7/5/2019).Baca juga: 100 Juta Perangkat Android Bakal Punya Tombol ""Google Assistant""
Tombol Google Assistant tadi, menurut Miranda, akan memudahkan pengguna dalam memanggil sang asisten digital untuk berbagai keperluan, seperti melihat kondisi lalu lintas, hingga mencari restoran terdekat. “Tak perlu lagi masuk-masuk ke dalam menu,” imbuhnya.KOMPAS.com/ OIK YUSUF Peluncuran Nokia 4.2 di Jakarta, Selasa (7/5/2019).
Nokia 4.2 memiliki layar LCD IPS berdiagonal 5,7 inci (resolusi 720 x 1.520 piksel, rasio layar 19:9). Di sisi atasnya terdapat poni (notch) yang memuat kamera depan beresolusi 8 megapiksel.
Di bagian punggung Nokia 4.2 bertengger kamera ganda yang masing-masing memiliki resolusi  13 megapiksel dan 2 megapiksel (depth sensor). Baca juga: Nokia Klaim Permintaan Feature Phone di Indonesia Tetap Tinggi
Spesifikasi hardware Nokia 4.2 sendiri termasuk kelas menengah, dengan chip Snapdragon 439 yang dipadankan dengan RAM 3 GB dan media penyimpanan sebesar 32 GB, berikut baterai berkapasitas 3.000 mAh. HMD Global turut menyematkan fitur NFC di Nokia 4.2. 
Untuk software, Nokia 4.2 menjalankan OS Android 9.0 Pie versi “polos” tanpa tambahan custom UI  yang dijanjikan bakal mendapat update rutin dari Google, termasuk pembaruan ke OS Android terkini. 
HMD Global akan mulai menjual Nokia 4.2 dalam masa pre-order tanggal 9 Mei hingga 19 Mei 2019 mendatang di e-commerce Blibli.com dan Shopee, serta peritel Erafone dan Sentra Ponsel. Banderolnya dipatok di angka Rp 2.499.000.


 
 
 

View this post on Instagram

 
 
 
A post shared by Kompas Tekno (@kompas.tekno) on May 7, 2019 at 10:09pm PDT",https://asset.kompas.com/crop/0x89:1074x805/750x500/data/photo/2019/05/07/1992580842.jpg,07/05/2019
12,https://www.youtube.com/embed/78GkaOIqGtw,"Samsung Galaxy A70 Dijual di Indonesia 10 Mei, Harga Rp 5,8 Juta","JAKARTA, KOMPAS.com -  Samsung Galaxy A70 sudah bisa dipesan (pre-order) di Indonesia sejak 18 April 2019. Para pemesan awal dapat menjemput perangkat mereka pada 5 Mei 2019.Adapun ketersediaan Samsung Galaxy A70 di seluruh gerai-gerai resmi di Indonesia adalah mulai 10 Mei mendatang. Harga Samsung Galaxy A70 di Indonesia dipatok mulai Rp 5,8 juta. ""Galaxy A70 ini hadir dengan layar paling besar di antara jejeran seri Galaxy A. Tiga kamera dan performa yang andal menjawab kebutuhan gaming dan media sosial yang mumpuni,"" kata Head of Product Marketing Samsung Mobile, Denny Galant, Selasa (7/5/2019), di Jakarta. Samsung Galaxy A70 mengusung layar Super AMOLED seluas 6,7 inci dengan resolusi 1.080 x 2.400 piksel. Layar Galaxy A70 memiliki aspect ratio yang cukup luas yakni 20:9.Baca juga: Samsung Galaxy A70 Resmi Diumumkan, Usung 3 Kamera BelakangSamsung Samsung resmi memperkenalkan Galaxy A70Dari segi kamera, Samsung Galaxy A70 hadir dengan konfigurasi tiga kamera di bagian belakang.Ketiga kamera itu terdiri dari kamera 32 megapiksel dengan lensa wide bukaan f/1.7, kamera 8 megapiksel dengan lensa ultra-wide bukaan f/2.2, dan kamera 5 megapiksel bukaan lensa f/2.2 sebagai depth sensor. Sementara, kamera depan Samsung Galaxy A70 beresolusi 32 megapiksel dengan lensa bukaan f/2.0, dan ditempatkan di dalam poni kecil di bagian atas layar. Samsung Galaxy A70 menggunakan system-on-chip (SoC) Snapdragon 675 dengan kapasitas RAM sebesar 6 GB, penyimpanan internal 128 GB, dan baterai 4.500 mAh berikut fitur fast charging.",https://asset.kompas.com/crop/0x0:1200x800/750x500/data/photo/2019/05/07/478796593.jpg,07/05/2019
13,,"Punya Uang Rp 3.200 Triliun, Apple Beli Perusahaan Baru Tiap 3 Minggu","KOMPAS.com - CEO  Apple Tim Cook baru-baru ini mengungkap hal menarik. Dalam sebuah wawancara, ia mengatakan bahwa  perusahaan pimpinannya telah mengakuisisi antara 20 hingga 25 perusahaan dalam 6 bulan terakhir.Dalam jangka waktu itu Apple sudah selesai berinvestasi di beragam inisiatif seperti proyek pembangunan kompleks kantor barunya di Austin, Texas, Amerika Serikat, dan mengalihkan dana belanjanya untuk hal lain. ""Kalau punya sisa uang, kami melihat apa lagi yang bisa dilakukan. Kami akan coba mendapatkan hal yang sejalan dan punya nilai strategis untuk perusahaan."" ujar Cook. ""Jadi, kalau dirata-rata, kami mengakuisisi perusahan baru setiap dua atau tiga minggu,"" imbuhnya.Baca juga: Tanda-tanda Pergesaran Bisnis Apple dari ""Hardware"" ke ""Software""Gaya  akuisisi Apple yang terbilang agresif tak lain dimungkinkan oleh banyaknya uang yang dimiliki oleh perusahaan gadget asal Cupertino ini. Dalam laporan keuangan terbarunya yang dirilis akhir April lalu, Apple tercatat memiliki uang kas senilai 225,4 miliar dollar AS atau lebih dari Rp 3.200 triliun. Perusahaan yang dibeli oleh Apple bergerak di berbagai macam bidang, mulai dari pengembangan kecerdasan buatan (AI), musik hiburan, machine learning, hingga pemasaran digital. 
Cook menyebutkan perusahaan-perusahaan ini skalanya kecil sehingga pembelian mereka oleh Apple tidak diumumkan ke publik. Apple pun lebih tertarik mendapatkan tenaga kerja dan properti intelektual milik perusahaan yang dicaplok.Baca juga: Perjalanan Apple dari Hampir Mati Hingga Cetak Rekor Rp 14.000 TriliunNamun, ada kalanya perusahaan yang diakuisisi cukup besar sehingga namanya mencuat ke permukaan. Misalnya layanan langganan majalah digital Texture yang dicaplok pada 2018 dan menjadi cikal bakal Apple News, seperti dirangkum KompasTekno dari CNBC, Selasa (7/5/2019). Lalu ada pula akuisisi Beats senilai 3 miliar dollar (Rp 42 triliun) pada 2014 yang kemudian berubah menjadi layanan streaming lagu Apple Music. Apple hingga kini juga tetap menjual perangkat-perangkat headphone dan wearable bermerek Beats.",https://asset.kompas.com/crop/85x0:670x390/750x500/data/photo/2014/04/25/1840520Tim-Cook1780x390.jpg,07/05/2019
14,,"Tak Perlu Dua Twit, Twitter Kini Bisa Langsung Tambah Gambar di ""Retweet""","KOMPAS.com - Awal pekan ini  Twitter meluncurkan fitur anyar untuk fungsi kicau ulang alias  retweet. Kini, pengguna bisa menyisipkan foto, video, maupun animasi GIF secara langsung ke dalam satu retweet.
Sebelumnya, jika pengguna Twitter ingin memasukkan  gambar atau GIF di dalam sebuah retweet, maka mereka harus membuat dua  twit, sebagaimana tampak pada gambar sebelah kiri di bawah. Baca juga: Urutan Linimasa Twitter Android Kini Bisa Dipilih, Terbaru atau Terpopuler
Sekarang, pengguna cukup membuat satu twit saja yang berisi konten gambar, video, atau animasi GIF tadi, seperti tampak pada gambar di sebelah kanan berikut.
KOMPAS.com/Bill Clinten Ilustrasi fitur Retweet dengan media gambar atau GIF. Gambar sebelah kiri adalah fitur Retweet sebelum pembaruan. Sementara gambar sebelah kanan adalah fitur Retweet setelah pembaruan. 
Fitur ini diluncurkan Twitter untuk menghadirkan solusi terkait gambar atau media yang biasanya tumpang-tindih ketika pengguna me-retweet sebuah twit dengan tambahan berupa  kontem gambar atau GIF.

Exciting news: Today we are launching the ability to Retweet with GIF, photos, and video!We find solutions to many challenges as we build for a global, vocal audience. Here is a glimpse into our process as we worked on this feature. https://t.co/PUMr9DRQ0K
— Twitter Engineering (@TwitterEng) May 6, 2019
Hal itu dikarenakan desain layout Twitter yang sebelumnya mengharuskan pengguna membuat satu twit khusus untuk memuat konten,  jika pengguna ingin menyertakan foto, gambar, atau GIF dalam kicauan ulang. Cara retweet langsung dengan gambar atau video
Lantas, bagaimana cara menggunakan fitur tersebut? Seperti fitur retweet, pengguna cukup mencari twit yang ingin dikicaukan ulang.
Kemudian, pilih ikon ""retweet"" dan pilih ""retweet with comment"". Setelah itu, pada tampilan berikutnya, pengguna bisa memasukkan gambar, video, atau GIF dalam retweet tersebut, dengan meng-klik ikon ""gambar"" atau ""GIF"".Baca juga: Twitter Rilis Aplikasi Twttr untuk ""Kelinci Percobaan"" Fitur Baru
Terakhir, setelah memilih gambar atau GIF, klik tombol ""retweet"". Nantinya, pengguna bisa melihat hasil  Retweet tampak seperti gambar sebelah kanan di atas.
KOMPAS.com/Bill Clinten Ilustrasi cara membuat Retweet dengan gambar atau GIF
Fitur ini tengah digelontorkan oleh Twitter secara bertahap di Twitter versi Android, iOS, dan mobile web, sebagaimana dirangkum KompasTekno dari TheVerge, Selasa (7/5/2019).
Berdasarkan pantauan KompasTekno, fitur ini sudah bisa digunakan di Twitter versi mobile web, namun masih belum bisa digunakan di aplikasi Twitter versi Android.
Belum diketahui pula kapan fitur ini bakal menyambangi Twitter versi desktop. Kita tunggu saja kehadirannya.",https://asset.kompas.com/crop/51x40:751x506/750x500/data/photo/2019/02/18/651098045.jpg,07/05/2019
15,https://www.youtube.com/embed/59DTtuA1Ufg,"Ponsel ""Kamera Putar"" Galaxy A80 Dipastikan Segera Masuk Indonesia","JAKARTA, KOMPAS.com - Pertama kali diperkenalkan di Thailand bulan lalu,  Samsung Galaxy A80 kini sudah dipastikan segera dipasarkan di Indonesia.
Hal tersebut disampaIkan oleh Head of Product Marketing Samsung Mobile, Samsung Electronics Indonesia, Denny Galant.
""Galaxy A80 sudah pasti masuk (Indonesia) dalam waktu dekat, tunggu tanggal mainnya,"" ungkap Denny ketika ditemui KompasTekno di kantor Samsung Indonesia, Selasa (7/5/2019).
Pihak Samsung Indonesia menyebutkan Galaxy A80 kini masih dalam proses sertifikasi Tingkat Komponen Dalam Negeri (TKDN) sebagai salah satu syarat yang mesti dipenuhi ponsel sebelum bisa dijual di Tanah Air.Baca juga: Samsung Galaxy A80 Resmi dengan Tiga Kamera yang Bisa Berputar
Denny belum membeberkan berapa harga yang dipatok untuk Galaxy A80 di Indonesia nantinya. Kemungkinan harga perangkat ini akan lebih mahal dari  Galaxy A70 karena spesifikasi yang diusung juga lebih tinggi.
Galaxy A70 diluncurkan bersamaan dengan Galaxy A80 pada April lalu. Berbeda dari Galaxy A80, Galaxy A70 sudah mulai dijual di Indonesia dengan banderol harga Rp 5,8 juta.
Di pasaran internasional, banderol Galaxy A80 diperkirakan 649 Euro atau Rp 10,4 jutaan, tapi tentu saja harga perangkat bisa berbeda-beda di wilayah pasar lain. Ponsel dengan  kamera putar
Galaxy A80 sendiri mengusung konsep pop-up rotating camera alias kamera pop-up yang bisa berputar menghadap ke arah depan dan belakang, sehingga bisa berfungsi sebagai kamera utama sekaligus kamera seflie. Ada tiga kamera yang tersemat, terdiri dari kamera utama 48 megapiksel dengan lensa wide (f/2.0), kamera 8 megapiksel dengan lensa ultra wide (f/2.2), dan kamera 3D Depth untuk menerapkan efek bokeh.
Ponsel ini ditenagai chip Snapdragon 730 yang dipadu RAM 8 GB serta memori internal 128 GB dengan kapasitas baterai sebesar 3.700 mAh.Baca juga: Samsung Galaxy A70 Mulai Dijual di Indonesia 18 April, Ini Harganya
Ponsel dengan kamera pop-up memang tengah menjadi tren baru di smartphone kelas menengah ke atas. Namun Denny membantah jika Samsung disebut hanya mengekor.
""Kami bukan latah atau ikut-ikutan, tapi ada alasannya kenapa merilis itu (ponsel berkamera pop-up, Galaxy A80). Tujuannya untuk memaksimalkan luas layar supaya bisa dinikmati konsumen,"" jelasnya.
""Kemudian Samsung datang dengah solusi yang unik, bukan cuma pop-up tapi rotating camera,"" pungkasnya.",https://asset.kompas.com/crop/0x0:1156x770/750x500/data/photo/2019/04/10/393764134.jpg,07/05/2019
16,,"“Harddisk” Eksternal WD My Passport Ultra Dirilis di Indonesia, Harganya?","KOMPAS.com - Perlahan tapi pasti, perangkat gadget, komputer, hingga media penyimpanan mulai banyak beralih menggunakan konektor tipe USB type-C. Begitupun  harddisk eksternal seri My Passport Ultra dari  Western Digital yang sudah menggunakan USB type-C di model-model terbarunya. Rangkaian produk tersebut pekan ini resmi mulai dipasarkan di Indonesia.“Menggabungkan lapisan metal dan tekstur dari proses elektrokimia modern, perangkat My Passport Ultra terbaru ini tersedia dalam dua warna, Blue Black and Silver,” sebut Western Digital dalam keterangan tertulis yang diterima KompasTekno, Selasa (7/5/2019).Western Digital Harddisk eksternal Western Digital My Passport Ultra warna silver.Meskipun sudah menggunakan konektor USB type-C, Western Digital memaketkan adapter USB 3.0 dalam kemasan My Passport Ultra untuk menjaga kompatibilitas dengan perangkat yang belum memiliki konektor tersebut. Baca juga: Harddisk Seagate untuk Drone dan PS4 Bisa Dipesan di IndonesiaMy Passport Ultra dirancang untuk komputer berbasis Windows 10. Tapi pengguna komputer Mac juga bisa menggunakannya tanpa harus memformat ulang dengan cara mengunduh driver NTFS untuk MacOS lewat software WD Discovery yang disediakan.Ada juga software WD Backup untuk melakukan backup foto, video, atau dokumen-dokumen penting secara otomatis. Fungsi WD Security menyediakan perlindungan enkripsi AES 256-bit dengan proteksi password.Western Digital meyediakan My Passport Ultra dalam empat pilihan kapasitas penyimpanan, yakni 1 TB seharga Rp 995.000, 2 TB dengan banderol Rp 1.350.000, dan 4 TB yang dijual Rp 1.950.000 di toko-toko ritel.Khusus untuk pembelian di e-commerce Shopee mulai 6 Mei 2019, Western Digital menawarkan My Passport Ultra dengan harga promosi.",https://asset.kompas.com/crop/0x0:1130x753/750x500/data/photo/2019/05/06/2776489777.jpg,07/05/2019
17,https://www.youtube.com/embed/4gqSDJWR8e4,Bocoran Foto Ungkap Nama Ponsel Redmi Snapdragon 855,"KOMPAS.com - Redmi diketahui sedang mengembangkan  ponsel dengan spesifikasi kelas atas. Perangkat ini kabarnya bakal menjadi  smartphone pertama dari Redmi yang ditenagai chip Snapdragon 855.Belakangan, beredar sebuah foto yang disinyalir memperlihatkan nama ponsel  flagship dari Redmi itu. Foto tersebut memperlihatkan selembar plastik pelindung yang biasanya tertempel di layar ponsel baru di dalam kemasan. Di depannya tertulis nama “Redmi K20 Pro”.Baca juga: Menjajal Redmi 7, Ponsel Rp 1 Jutaan Berpenampilan MenarikLembaran plastik tadi turut memuat informaasi lain berupa bentang layar perangkat yang selebar 6,39 inci, dengan panel AMOLED dan memiliki pemindai sidik jari terintegrasi.Gizmochina Bocoran foto plastik pelindung layar yang diduga memperlihatkan nama ponsel flagship pertama dari Redmi. Lalu, tertulis pula kapasitas baterai sebesar 4.000 mAh dengan dukungan fast charging 27 watt, sebagaimana dirangkum KompasTekno dari Gizmochina, Selasa (7/5/2019).Kamera Redmi K20 Pro kemungkinan akan terdiri dari tiga unit (triple camera) di punggung, salah satunya memiliki resolusi 48 megapiksel. Kamera depannya boleh jadi beresolusi 20 megapiksel dengan dukungan AI dan tersimpan di modul “pop-up”.Sebelumnya sempat beredar rumor bahwa ponsel kelas atas dari Redmi akan dipanggil “Redmi X”. Namun, kabar tersebut sudah dibantah oleh General Manager Redmi Lu Weibing.Baca juga: Bos Redmi Beberkan Tiga Fitur Ponsel ""Flagship"" Bikinan PerusahaannyaWeibing sempat mengungkap bahwa smartphone kelas atas ini bakal dibekali tiga fitur, yakni NFC, jack audio 3,5mm, berikut kamera dengan lensa ultra-wide. Mengingat ia merupakan ponsel flagship pertama dari Redmi usai berdiri sendiri sebagai sub-brand Xiaomi, K20 Pro disinyalir akan menjadi model pertama di lini smartphone baru bernama “K series”.",https://asset.kompas.com/crop/0x0:800x533/750x500/data/photo/2019/05/03/3855779597.png,07/05/2019
18,,Microsoft Luncurkan Software “Open Source” untuk Memantau Pemilu,"KOMPAS.com - Di hari pertama konferensi developer Build 2019 di Seattle, Amerika Serikat, Senin (6/5/2019) kemarin,  Microsoft mengumumkan  Software Development Kit (SDK) open source bernama “ElectionGuard”.Sesuai dengan julukannya, ElectionGuard bisa digunakan membuat  software untuk keperluan memantau kegiatan Pemilihan Umum (Election) di sebuah negara, agar prosesnya aman serta bisa diverifikasi dan diaudit.Pemberi suara, misalnya, bisa melacak suara mereka lewat portal web dengan kode khusus, serta memastikan suara ditabulasi secara seharusnya, tak dimanipulasi, dan telah dijumlahkan dengan benar.ElectionGuard juga bisa dipakai membuat tool verifikasi  Pemilu yang bisa digunakan oleh institusi media, pengamat, pemberi suara, juga kandidat dalam kontestasi agar masing-masing dapat memastikan bahwa suara sudah terekam dengan akurat.Baca juga: Sudah Nyoblos? Ayo Kirim Hasil Penghitungan Suara TPS Anda ke Kawal PemiluUntuk pengamanan data, Microsoft memakai tipe enkripsi bernama “homomorphic encryption” yang didesain khusus untuk keperluan Pemilu, sebagaimana dirangkum KompasTekno dari Windows Central, Sealsa (7/5/2019). Dengan homomorphic encryption, proses matematika seperti penghitungan suara bisa dilakukan, meski data dalam keadaan terenkripsi penuh“Siapa pun bisa mengonfimasi dengan aman bahwa suara  yang terenkripsi ini telah diagregasi dengan benar, dan bahwa tabulasi terenkripsi telah didekripsi dengan benar pula untuk memberikan hasil akhir penghitungannnya,” sebut Microsoft. Selain itu, Microsoft turut membuat rancangan mesin voting untuk memudahkan proses pemungutan suara. Pemberi suara bisa meriset kandidat dan menentukan pilihan di rumah. Setelah itu, mereka tinggal mencetak kode QR untuk dibawa ke tempat pemungutan suara.Di sana, mesin akan memindai kode QR dan secara otomatis menambahkan suara untuk kandidat pilihannya ke dalam penghitungan keseluruhan. SDK ElectionGuard diperkirakan akan mulai tersedia secaa open-source di repositori GitHub sekitar pertengahan tahun ini. Soal mesin, Microsoft masih berdiskusi dengan sejumlah vendor untuk menyematkan fitur-fitur ElectionGuard di perangkat mereka.Baca juga: Microsoft Sempat Susul Apple Jadi Perusahaan Rp 14.000 Triliun",https://asset.kompas.com/crop/24x0:921x598/750x500/data/photo/2018/11/21/33665481.PNG,07/05/2019
19,https://www.youtube.com/embed/v9-Xv4Y3Adc,"Bocoran Ponsel Kelas Atas Baru Xiaomi ""Hercules""","KOMPAS.com - Redmi digosipkan tengah menyiapkan ponsel flagship dengan chipset Snapdragon 855. Seakan tak mau kalah dengan sub-brand nya,  Xiaomi juga disebut sedang menyiapkan ponsel baru dari lini ""Mi"" dengan chipset yang sama.
Kabar ini pertama kali dikulik oleh salah satu editor XDA Developer, Mishaal Rahman melalui Twitter pribadinya.Ia menyebut ponsel yang saat ini berkode nama ""Hercules"" itu akan dilengkapi tiga kamera belakang dan kamera depan tunggal. Sayangnya, belum diketahui spesifikasi dari kamera tersebut.
Sensor pemindai sidik jari kabarnya juga akan dibenamkan di dalam layar. Bagian punggungnya akan mendukung fitur NFC dan pengisi daya nirkabel. Rumor yang beredar menerka-nerka bahwa ponsel ini adalah seri baru  Mi Mix.Baca juga: Ponsel Kelas Atas Redmi Dibekali Snapdragon 855 dan Tiga Kamera?
Salah satu penggiat gadget asal India, Sudhanshu Ambhore menyebut ponsel ini adalah cikal bakal Mi Mix 3S atau Mi Mix 4. ia mengungkapkannya dengan me-retweet kicauan Rahman tentang ""Hercules"".
Tapi jika benar akan menajdi penerus Mi Mix 3, maka sektor kamera akan mengalami penurunan di mana sebelumnya dilengkapi kamera ganda di depan, kini tinggal satu kamera tunggal saja.

It will be Mi Mix 4/Mix 3S https://t.co/bMwJi7Hej9
— Sudhanshu Ambhore (@Sudhanshu1414) May 5, 2019
Dilansir KompasTekno dari Gadgets 360, Senin (6/5/2019), beberapa waktu lalu beredar rumor bahwa vendor asal China ini berencana membawa mode ""GPU maxfreq"" atau fitur GPU overclocking untuk mempercepat kinerja perangkat.
Ini barulah bocoran awal tentang ""Hercules"". Belum diketahui apakah ponsel ini benar akan menjadi Mi Mix 3S atau Mi Mix 4 atau tidak. Masih banyak informasi yang dibutuhkan sembari menantikan informasi resmi dari Xiaomi.Baca juga: Setelah Poni dan Pop-up, Xiaomi Rancang Smartphone Benjol",https://asset.kompas.com/crop/21x0:682x441/750x500/data/photo/2018/10/25/939615163.jpg,07/05/2019
20,,"Penggemar ""Avengers: Endgame"" Jadi Incaran Penipu Online","KOMPAS.com - Film  Avengers: Endgame menjadi film yang paing dinanti penggemar Avengers di seluruh dunia. Bagaimana tidak, film ini adalah pamungkas dari perjalanan 11 tahun Marvel Cinematic Univers (MCU) menggarap film.
Tapi ternyata, bukan cuma penggemar Avengers saja yang menantikan film ini. Para  scammer alias penipu online  juga, untuk mencegat para penggemar Avengers agar mau menyerahkan identitas dunia maya mereka secara sukarela.
Mereka sengaja mengincar penggemar yang mencari-cari tayangan film Avengers: Endgame secara online yang tentunya melalui situs tidak resmi.
""Godaan untuk mengambil beberapa jalan pintas keamanan demi menonton film yang telah lama ditunggu-tunggu dan tidak perlu khawatir akan spoiler atau tiket terjual habis dapat terbukti sangat menarik bagi penggemar setia, itulah yang menjadi mangsa para pelaku kejahatan siber"" jelas Tatyana Sidorina, peneliti Kaspersky Lab.
Cara Menipu
Para Scammers akan mencegat penggemar Avengers dengan iming-iming bisa mengunduh film seutuhnya atau menonton film secara streaming. Sebagai gantinya, calon penonton harus membuat akun lebih dulu dengan mengisi e-mail dan kata sandi.Baca juga: Jutaan Password Instagram Bocor, Amankan Akun dengan Langkah Ini
Tidak cukup hanya memberikan e-mail dan kata sandi saja. Calon penonton juga harus memberikan informasi tagihan dan detail kartu kredit termasuk kode verifikasi (CVC) yang tertempel di bagian belakang kartu.
Untuk menghindari kecurigaan, mereka akan memastikan bahwa informasi kartu kredit hanya akan digunakan untuk keperluan validasi bahwa pengguna berasal dari negara di mana situs web itu ""memiliki lisensi untuk mendistribusikan konten"". Tentu saja, mereka tidak memiliki hak tersebut.
Sebab selama film masih tayang di bioskop, akses streaming online tidak akan berlaku. Dalam situs web itu juga disebutkan bahwa pengguna tidak akan dikenakan biaya apapun. Tapi pada akhirnya, pengguna harus membayar dengan kekecewaan karena film yang dijanjikan tidak akan muncul.
Kaspersky Lab Cara scammer menipu penonton Avengers: Endgame
 Scammer yang telah mendapatkan alamat e-mail, kata sandi, dan detail kartu kredit tadi, hanya akan menampilkan deretan trailer film ""Avengers: Endgame"". Sebagian orang mungkin tidak langsung merasa rugi.
Tapi sayangnya, dalam keterangan resmi Kaspersky Lab yang diperoleh KompasTekno, Selasa (7/5/2019), masih banyak orang-orang yang cenderung menggunakan password yang sama untuk banyak akun. Bahkan hampir semua orang melakukannya.
Dengan demikian, alamat e-mail dan kata sandi yang berhasil didapatkan para penipu tadi, bisa saja disalahgunakan dengan mencocokkan kredensial akun di situs web lain.Dari sinilah potensi pembobolan akun pengguna di situs lain, termasuk media sosial, toko online, layanan streaming, gaming, dan sebagainya terbuka.",https://asset.kompas.com/crop/166x0:1665x999/750x500/data/photo/2019/04/24/338863177.jpg,07/05/2019
21,,"Bos Redmi Beberkan Tiga Fitur Ponsel ""Flagship"" Bikinan Perusahaannya","KOMPAS.com -  Redmi, pabrikan smartphone sub-brand Xiaomi, telah mengonfirmasi sedang menggarap  ponsel  flagship dengan chip premium, Qualcomm Snapdragon 855.Di luar chip itu, spesifikasi dan fitur lainnya dari sang perangkat masih berupa rumor. Namun belakangan, Presiden Redmi Lu Weibing memastikan ada tiga fitur yang bakal hadir di ponsel kelas atas Redmi itu.Pertama adalah kamera dengan sudut pandang ultra-wide angle, lalu ada jack audio 3,5 mm, dan terakhir adalah fitur konektivitas nirkabel Near Field Communication (NFC).Baca juga: Membandingkan Redmi 7 dan Redmi 6, Apa Saja Bedanya?Lewat jejaring sosial Weibo, Lu Weibing sang bos Redmi pun telah memastikan bahwa kamera ponsel flagship Redmi akan memiliki lensa ultra-wide, namun berapa cakupan lebar lensanya belum diketahui.Sebelumnya, ponsel flagship Redmi ini dikabarkan memiliki 3 kamera belakang, masing-masing dengan resolusi 48 MP, 13 MP, dan 8 MP. Susunan triple-camera ini serupa dengan milik Xiaomi Mi 9 SE.Dalam posting yang sama, Weibing juga mengonfirmasi bahwa ponsel flagship Redmi itu akan tetap mengusung jack audio 3,5 mm, dan konektivitas NFC yang kadang menjadi pertimbangan sebelum memutuskan untuk membeli oleh sebagian pengguna.Bocoran-bocoran sebelumnya soal ponsel flagship Redmi ini menyebutkan bahwa ia akan dibekali RAM 8 GB, media penyimpanan 256 GB, dan kamera selfie 32 MP.Dari segi software, dirangkum KompasTekno dari GizmoChina, Selasa (7/5/2019), ponsel flagship Redmi ini diprediksi akan menjalankan sistem operasi Android 9 Pie dengan balutan antarmuka MIUI 10.Soal nama, sebelumnya banyak yang menyebut ponsel flaghsip pertama Redmi ini akan menyandang nama Redmi X. Namun, sebutan tersebut sudah dibantah oleh Weibing.Baca juga: Bos Redmi Bantah Nama Ponsel Snapdragon 855",https://asset.kompas.com/crop/24x149:1240x960/750x500/data/photo/2019/03/22/3806127513.jpeg,07/05/2019
